title,author,journal,year,abstract,url,citations
Machine learning algorithms for improving the prediction of air injection effect on the thermohydraulic performance of shell and tube heat exchanger,"['EMS El-Said', 'M Abd Elaziz', 'AH Elsheikh']",,2021,"by several researchers in literature to model different engineering systems including  thermohydraulic applications. In the present study, four machine learning (ML) algorithms (K-NN,",https://www.sciencedirect.com/science/article/pii/S1359431120339478,92
"Machine learning in concrete science: applications, challenges, and best practices","['Z Li', 'J Yoon', 'R Zhang', 'F Rajabipour']",,2022,"With the ability to tackle complex tasks autonomously, machine learning (ML) has  demonstrated its transformative potential in concrete research. Given the rapid adoption of ML for",https://www.nature.com/articles/s41524-022-00810-x,159
Automatically tracking metadata and provenance of machine learning experiments,"['S Schelter', 'JH Boese', 'J Kirschnick', 'T Klein', 'S Seufert']",,2017,"machine learning and production level software engineering  a solid understanding of  machine learning fundamentals and  learning, policy-based learning, and/or machine learning",https://www.amazon.science/publications/automatically-tracking-metadata-and-provenance-of-machine-learning-experiments,161
Do the machine learning models on a crowd sourced platform exhibit bias? an empirical study on model fairness,"['S Biswas', 'H Rajan']",,2020,"Machine learning models are increasingly being used in  tions on real-world machine learning  models. We have created  fairness control mechanisms in machine learning libraries, they",https://dl.acm.org/doi/pdf/10.1145/3368089.3409704,110
Classification of ECG signals using machine learning techniques: A survey,"['SH Jambukia', 'VK Dabhi']",,2015,Classification of electrocardiogram (ECG) signals plays an important role in diagnoses of heart  diseases. An accurate ECG classification is a challenging problem. This paper presents a,https://ieeexplore.ieee.org/iel7/7153311/7164643/07164783.pdf,324
Machine learning for the selection of carbon-based materials for tetracycline and sulfamethoxazole adsorption,"['X Zhu', 'Z Wan', 'DCW Tsang', 'M He', 'D Hou', 'Z Su']",,2021,This study applied machine learning (ML) methods to develop generic prediction models  of tetracycline (TC) and sulfamethoxazole (SMX) adsorption on CBMs. The results suggested,https://www.sciencedirect.com/science/article/pii/S1385894720329107,189
Prediction of remaining service life of bridge decks using machine learning,"['HG Melhem', 'Y Cheng']",,2003,(IL) technique for engineering applications in classification and prediction problems such  as  IL learning algorithm. From a machine learning (ML) standpoint both these values are,"/scholar?output=instlink&q=info:lDcyaDUqfUgJ:scholar.google.com/&hl=en&as_sdt=0,33&scillfp=3423890469282919044&oi=lle",81
SMS spam filtering using supervised machine learning algorithms,"['P Navaney', 'G Dubey', 'A Rana']",,2018,"supervised machine learning algorithms like naïve Bayes Algorithm, support vector machines   various supervised learning algorithms we find the support vector machine algorithm gives",https://www.researchgate.net/profile/Ajay-Rana-2/publication/327194370_SMS_Spam_Filtering_Using_Supervised_Machine_Learning_Algorithms/links/5fd7686745851553a0b5a821/SMS-Spam-Filtering-Using-Supervised-Machine-Learning-Algorithms.pdf,87
Machine learning applications for mass spectrometry-based metabolomics,"['UW Liebal', 'ANT Phan', 'M Sudhakar', 'K Raman']",,2020,", machine learning contributes to  Machine learning methods applied to MS-based  metabolomics ease data analysis and can support clinical decisions, guide metabolic engineering",https://www.mdpi.com/2218-1989/10/6/243,257
"A survey on unsupervised machine learning algorithms for automation, classification and maintenance","['M Khanum', 'T Mahboob', 'W Imtiaz', 'HA Ghafoor']",,2015,In software engineering automation The research paper  In this research paper such type  of machine learning  We built a demonstration system by using these machine learning,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=8a29edb6b9e3863d40ef5223ea35fa566826d1e4,169
A machine learning approach to epileptic seizure prediction using Electroencephalogram (EEG) Signal,"['M Savadkoohi', 'T Oladunni', 'L Thompson']",,2020,"In this study, we explored machine learning approach in the diagnoses and detection of  epileptic seizure. Doing this, we used K-nearest neighbors (KNN) and Support Vector",https://www.sciencedirect.com/science/article/pii/S0208521620300851,134
A novel method for asphalt pavement crack classification based on image processing and machine learning,"['ND Hoang', 'QL Nguyen']",,2019,patterns; other advanced machine learning methods should be  [27] employed several  machine learning models to classify  advanced image processing and machine learning methods.,https://link.springer.com/article/10.1007/s00366-018-0611-9,204
State-of-the-art review of machine learning applications in constitutive modeling of soils,"['P Zhang', 'ZY Yin', 'YF Jin']",,2021,Machine learning (ML) may provide a new methodology to directly learn from raw  data to develop constitutive models for soils by using pure mathematic skills. It has presented,https://link.springer.com/article/10.1007/S11831-020-09524-Z,106
Machine learning pipeline for battery state-of-health estimation,"['D Roman', 'S Saxena', 'V Robu', 'M Pecht']",,2021,Machine learning models in engineering require a stringent performance evaluation both  from an error and an uncertainty quantification perspective. The models are initially re-,https://www.nature.com/articles/s42256-021-00312-3,395
Recent advances in artificial intelligence and machine learning for nonlinear relationship analysis and process control in drinking water treatment: A review,"['L Li', 'S Rong', 'R Wang', 'S Yu']",,2021,"Moreover, this paper reviews in detail the mature applications and latest discoveries of AI  and machine learning technologies in the fields of source water quality, coagulation/",https://www.sciencedirect.com/science/article/pii/S1385894720328011,307
Media Literacy Education in the Age of Machine Learning.,"['T Valtonen', 'M Tedre', 'K Mäkitalo', 'H Vartiainen']",,2019,"It has also enabled tracking of users’ actions, data mining, profiling, and the use of  computational and machine learning techniques for purposes like behavior engineering, targeted",https://files.eric.ed.gov/fulltext/EJ1227158.pdf,159
Machine Learning in Nonlinear Material Physics,"['SM Abdulrahman', 'RR Asaad']",,2024,"Researchers and developers can accelerate the development of innovative materials, methods,  and procedures by using machine learning technologies. In materials science, one key",https://penerbit.uthm.edu.my/ojs/index.php/jscdm/article/download/17669/6511,7
A review of studies on machine learning techniques,"['Y Singh', 'PK Bhatia', 'O Sangwan']",,2007,"much domain specific knowledge, and knowledge engineering has produced  Machine  Learning aims to provide increasing levels of automation in the knowledge engineering process,",https://books.google.com/books?hl=en&lr=&id=7xRB3hRaR2sC&oi=fnd&pg=PA70&dq=machine+learning+in+engineering&ots=J2o2vhw_eO&sig=BfVS6NucXj-1eOP6I1fafhVoowU,185
Insights into modern machine learning approaches for bearing fault classification: A systematic literature review,"['AA Soomro', 'MB Muhammad', 'AA Mokhtar']",,2024,Investigating novel Internet of Things (IoT) technologies combined with advanced machine  learning and deep learning methods based on computer vision for the purpose of predictive,https://www.sciencedirect.com/science/article/pii/S2590123024009551,8
Synthetic biology meets machine learning,"['BFL Sieow', 'R De Sotto', 'ZRD Seet', 'IY Hwang']",,2022,"This chapter outlines the myriad applications of machine learning (ML) in synthetic biology,  specifically in engineering cell and protein activity, and metabolic pathways. Though by no","/scholar?output=instlink&q=info:JlJ1gBCeugIJ:scholar.google.com/&hl=en&as_sdt=0,33&scillfp=17774304334336626999&oi=lle",7
Data mining and machine learning for condition-based maintenance,"['R Accorsi', 'R Manzini', 'P Pascarella', 'M Patella']",,2017,"This level of complexity inhibits the traditional and statistically-based approach to reliability  engineering, failure prediction and maintenance planning. The existing ICT solutions simplify","/scholar?output=instlink&q=info:dToRReFfQk8J:scholar.google.com/&hl=en&as_sdt=0,33&scillfp=2911979739080842863&oi=lle",89
"MiYA, an efficient machine-learning workflow in conjunction with the YeastFab assembly strategy for combinatorial optimization of heterologous metabolic pathways in …","['Y Zhou', 'G Li', 'J Dong', 'X Xing', 'J Dai', 'C Zhang']",,2018,We here reported an efficient Machine-learning workflow in  of each gene with a  machine-learning algorithm of an artificial neural  building blocks and machine learning to,https://www.sciencedirect.com/science/article/pii/S1096717618300144,107
Integrating data mining and machine learning to discover high-strength ductile titanium alloys,"['C Zou', 'J Li', 'WY Wang', 'Y Zhang', 'D Lin', 'R Yuan']",,2021,"integrated computational materials engineering case study with  Guided by defect engineering,  the deformation fault energy  Machine learning was used collaboratively with fundamental",https://www.sciencedirect.com/science/article/pii/S1359645420308545,132
Machine learning prediction of heat capacity for solid inorganics,"['SK Kauwe', 'J Graser', 'A Vazquez', 'TD Sparks']",,2018,a high-throughput supervised machine learning-based tool to  The machine learning  method predicts heat capacity for  into integrated computational materials engineering (ICME),https://link.springer.com/article/10.1007/s40192-018-0108-9,98
Chronic kidney disease prediction using machine learning methods,"['IU Ekanayake', 'D Herath']",,2020,and the stages of CKD machine learning can be used. [6] Machine Learning grabs a major  part of  Application of machine learning methods to predict CKD has been explored based on,https://ieeexplore.ieee.org/iel7/9179991/9185188/09185249.pdf,82
Machine learning methods for protein structure prediction,"['J Cheng', 'AN Tegge', 'P Baldi']",,2008,"application of machine learning methods in 1 machine learning methods including hidden  Markov models (HMMs) [21], [36], [37], neural networks [21], [38], and support vector machines",https://ieeexplore.ieee.org/iel5/4664312/4689462/04664428.pdf,159
Decision support system for underground coal pillar stability using unsupervised and supervised machine learning approaches,"['M Kamran', 'NM Shahani']",,2022,"learning. In order to build a database of the study, a total of 90 patterns of pillar cases were  collected from authentic engineering  Consequently, an unsupervised machine learning",,20
A hybrid machine learning system for stock market forecasting,"['R Choudhry', 'K Garg']",,2008,"In this paper, we propose a hybrid machine learning system based on Genetic  Algorithm (GA) and Support Vector Machines (SVM) for stock market prediction. A variety of",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=1fe293668ec330cab9e83f9852e015982d9f4950,296
Technologies toward next generation human machine interfaces: From machine learning enhanced tactile sensing to neuromorphic sensory systems,"['M Zhu', 'T He', 'C Lee']",,2020,"Advancements in highly adaptive machine learning techniques, neural interfaces, and   A further discussion is given on how machine learning, neural interfaces, and neuromorphic",,239
Load-carrying capacity and mode failure simulation of beam-column joint connection: Application of self-tuning machine learning model,"['AAH Alwanas', 'AA Al-Musawi', 'SQ Salih', 'H Tao']",,2019,characteristics is highly essential for structural engineering aspects. The current study is   using newly data intelligence model called extreme learning machine (ELM) model. 153,https://www.sciencedirect.com/science/article/pii/S0141029618336435,88
Machine learning in lung sound analysis: a systematic review,"['R Palaniappan', 'K Sundaraj', 'NU Ahamed']",,2013,of machine learning algorithms for the diagnosis of lung sound. This paper highlights the  importance of machine learning  lung sound analysis using machine learning techniques were,https://www.sciencedirect.com/science/article/pii/S0208521613000168,199
Multivariate machine learning methods for fusing multimodal functional neuroimaging data,"['S Dähne', 'F Biessmann', 'W Samek']",,2015,"Multimodal data are ubiquitous in engineering,  as well as recent machine learning methods  (specifically factor  challenge, the discussed machine learning techniques have a wide",https://ieeexplore.ieee.org/iel7/5/7214335/07182735.pdf,108
The roles of supervised machine learning in systems neuroscience,"['JI Glaser', 'AS Benjamin', 'R Farhoodi', 'KP Kording']",,2019,"both neuroscience and machine learning, normalized by the total  machine learning were  identified with a search for “machine  the use of ML for engineering or benchmark applications.",https://www.sciencedirect.com/science/article/pii/S0301008218300856,159
Machine learning predicts and optimizes hydrothermal liquefaction of biomass,"['A Shafizadeh', 'H Shahbeig', 'MH Nadian', 'H Mobli']",,2022,was developed based on the selected machine learning model to pave the way for  machine  learning knowledge. The present study highlights the vast potential of machine learning for,https://www.sciencedirect.com/science/article/pii/S1385894722020745,115
Supervised machine learning in multimodal learning analytics for estimating success in project‐based learning,"['D Spikol', 'E Ruffaldi', 'G Dabisias']",,2018,"The automatic scoring presented in this work has been assessed by evaluating engineering  students performing project work. This section discusses the subjects involved, the nature of",https://onlinelibrary.wiley.com/doi/full/10.1111/jcal.12263,222
IoT based smart agriculture using machine learning,"['KSP Reddy', 'YM Roopa', 'KR LN']",,2020,The framework utilizes a machine learning technique and contrasts sensed values acquired  from sensors and a limit values that has been given to the machine learning for further,https://ieeexplore.ieee.org/iel7/9169741/9182787/09183373.pdf,186
Amelioration of Alzheimer's disease pathology by mitophagy inducers identified via machine learning and a cross-species workflow,"['C Xie', 'XX Zhuang', 'Z Niu', 'R Ai', 'S Lautrup']",,2022,"Here we report the combined use of unsupervised machine learning (involving vector  representations of molecular structures, pharmacophore fingerprinting and conformer fingerprinting",https://www.nature.com/articles/s41551-021-00819-5,185
Wearable sensors and machine learning in post-stroke rehabilitation assessment: A systematic review,"['I Boukhennoufa', 'X Zhai', 'V Utti', 'J Jackson']",,2022,wearable devices for data collection and machine learning algorithms for the exercises’   the examination of the machine learning approaches starting from the feature engineering to the,https://www.sciencedirect.com/science/article/pii/S1746809421007941,119
A decision support system for diabetes prediction using machine learning and deep learning techniques,"['A Yahyaoui', 'A Jamil', 'J Rasheed']",,2019,"prediction based on Machine Learning (ML) techniques. We compared conventional machine  learning with deep learning approaches. For conventional machine learning method, we",https://openaccess.izu.edu.tr/xmlui/bitstream/handle/20.500.12436/1906/A_Decision_Support_System_for_Diabetes_Prediction_Using_Machine_Learning_and_Deep_Learning_Techniques.pdf?sequence=1&isAllowed=y,237
Prediction of shield tunneling-induced ground settlement using machine learning techniques,"['R Chen', 'P Zhang', 'H Wu', 'Z Wang', 'Z Zhong']",,2019,"This study investigates the efficiency and feasibility of six machine learning (ML) algorithms,   network (GRNN), extreme learning machine, support vector machine and random forest (RF)",https://link.springer.com/content/pdf/10.1007/s11709-019-0561-3.pdf,165
"Digital twin, physics-based model, and machine learning applied to damage detection in structures","['TG Ritto', 'FA Rochinha']",,2021,"It should be noticed that the use of a physics-based model ensures physical interpretability  (very desired for engineering systems), and machine learning models are very adapted to",https://www.sciencedirect.com/science/article/pii/S0888327021000091,253
Detection of ovarian cancer via the spectral fingerprinting of quantum-defect-modified carbon nanotubes in serum by machine learning,"['M Kim', 'C Chen', 'P Wang', 'JJ Mulvey', 'Y Yang']",,2022,Here we show that a ‘disease fingerprint’ acquired via machine learning from the spectra of   We used 269 serum samples to train and validate several machine-learning classifiers for,https://www.nature.com/articles/s41551-022-00860-y,102
Malware threat affecting financial organization analysis using machine learning approach,"['R Rawat', 'SK Sarangi', 'YN Rimal', 'P William']",,2022,"Without analyzing network packet payload computing (PPC), IP address labels, port number  traces, or protocol knowledge, we have used Machine Learning (ML) modeling to detect",https://www.igi-global.com/article/malware-threat-affecting-financial-organization/304051,111
Towards automated machine learning: Evaluation and comparison of AutoML approaches and tools,"['A Truong', 'A Walters', 'J Goodsitt', 'K Hines']",,2019,"of machine learning (ML)  machine learning (AutoML) has emerged as a way to save time  and effort on repetitive tasks in ML pipelines, such as data pre-processing, feature engineering",https://ieeexplore.ieee.org/iel7/8970220/8995176/08995391.pdf,301
A review of machine learning in scheduling,"['H Aytug', 'S Bhattacharyya', 'GJ Koehler']",,1994,In Section V we motivate the need for a learning capability in scheduling systems. In Section  VI we present an overview of various machine learning approaches used in scheduling.,https://ieeexplore.ieee.org/iel1/17/7249/00293383.pdf,218
A review of machine learning for automated planning,"['S Jiménez', 'T De La Rosa', 'S Fernández']",,2012,This paper reviews recent techniques in machine learning for the automatic definition of  planning knowledge. It has been organized according to the target of the learning process:,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/F641360D1F0461D0B323C8A299DBE61E/S026988891200001Xa.pdf/a-review-of-machine-learning-for-automated-planning.pdf,186
How to certify machine learning based safety-critical systems? A systematic literature review,"['F Tambon', 'G Laberge', 'L An', 'A Nikanjam']",,2022,"whose function is “learned” through information the system received. We used the terms  machine learning, deep learning, neural network, and reinforcement learning to conduct our",https://link.springer.com/article/10.1007/s10515-022-00337-x,79
[Retracted] A Novel Diabetes Healthcare Disease Prediction Framework Using Machine Learning Techniques,"['R Krishnamoorthi', 'S Joshi']",,2022,"and machine learning (ML)-based methods. Applying four different machine learning methods,   The study’s primary goal was to see how big data analytics and machine learning-based",https://onlinelibrary.wiley.com/doi/full/10.1155/2022/1684017,221
Breast cancer data classification using ensemble machine learning.,['MA Jabbar'],,2021,"a medical data set, machine learning is widely used in Breast cancer Prediction. Recently  there has been greater attention to the use of machine learning methods in medical diagnosis.",https://www.thaiscience.info/Journals/Article/EASR/10994120.pdf,72
Classification model for water quality using machine learning techniques,"['SY Muhammad', 'M Makhtar', 'A Rozaimee']",,2015,This article proposes a suitable classification model for classifying water quality based on  the machine learning algorithms. The paper analyzed and compared performance of various,https://www.academia.edu/download/99641969/479b6cfcd3fefe47dd1b20050489ce7bf368.pdf,93
Predictive maintenance enabled by machine learning: Use cases and challenges in the automotive industry,"['A Theissler', 'J Pérez-Velázquez', 'M Kettelgerdes']",,2021,"We introduce the machine learning subfields most relevant for predictive maintenance. This  aims to  in either maintenance or machine learning, aiming to initiate fruitful collaborations.",https://www.sciencedirect.com/science/article/pii/S0951832021003835,391
Machine learning based diabetes classification and prediction for healthcare applications,"['UM Butt', 'S Letchmunan', 'M Ali']",,2021,"In this paper, a machine learning based approach has been proposed for the classification,  early-stage identification, and prediction of diabetes. Furthermore, it also presents an IoT-",https://onlinelibrary.wiley.com/doi/full/10.1155/2021/9930985,152
A machine learning approach to software requirements prioritization,"['A Perini', 'A Susi', 'P Avesani']",,2012,"A peculiarity of this framework is the use of machine learning to reduce the elicitation effort,   process, then we introduce the specific machine learning techniques it is based on in terms",https://ieeexplore.ieee.org/iel5/32/4359463/06249686.pdf,235
A review of data-driven machinery fault diagnosis using machine learning algorithms,"['J Cen', 'Z Yang', 'X Liu', 'J Xiong', 'H Chen']",,2022,"engineering systems, the applications of machine learning  Fault diagnosis based on machine  learning theory is a typical  , this approach uses machine learning theory to automatically",https://link.springer.com/article/10.1007/s42417-022-00498-9,85
Performance of machine learning methods in diagnosing Parkinson's disease based on dysphonia measures,"['S Lahmiri', 'DA Dawson', 'A Shmuel']",,2018,-aided-diagnosis systems based on machine learning can be useful in  machine learning  based techniques for PD diagnosis based on dysphonia symptoms. Several machine learning,https://link.springer.com/article/10.1007/s13534-017-0051-2,132
Machine Learning Approach for Best Location of Retailers,"['E Ghafourian', 'E Bashir', 'F Shoushtari']",,2022,"This paper presents a machine learning approach using the k-means clustering algorithm  to identify optimal locations for retailers. The study aims to leverage geographic, demographic,",https://www.researchgate.net/profile/Ali-Daghighi/publication/385943532_Machine_Learning_Approach_for_Best_Location_of_Retailers/links/673d12db88177c79e836005d/Machine-Learning-Approach-for-Best-Location-of-Retailers.pdf,23
Machine learning for the geosciences: Challenges and opportunities,"['A Karpatne', 'I Ebert-Uphoff', 'S Ravela']",,2018,research in machine learning. This article introduces researchers in the machine learning  (ML for advancing both machine learning and geosciences. We first highlight typical sources of,https://ieeexplore.ieee.org/iel7/69/8755525/08423072.pdf,550
Prediction of heart disease using machine learning,"['NM Lutimath', 'C Chethan', 'BS Pol']",,2019,in machine learning.  machine learning repository data set consisting of patients suffering  from heart disease is analyzed using Naïve Bayes classification and support vector machines.,https://www.academia.edu/download/81365671/B10810982S1019.pdf,74
"Printability and cell viability in extrusion-based bioprinting from experimental, computational, and machine learning views","['A Malekpour', 'X Chen']",,2022,", and functions of particular organs for tissue engineering. Hence, the keys are the printing   , machine learning (ML) has depicted a new view for many fields of science and engineering",https://www.mdpi.com/2079-4983/13/2/40,120
Opportunities and challenges for machine learning in materials science,"['D Morgan', 'R Jacobs']",,2020,"Machine learning (ML) is playing an increasing role in our society and, more specifically, in  materials science and engineering (MS&E). This review seeks to provide a brief introduction",https://www.annualreviews.org/content/journals/10.1146/annurev-matsci-070218-010015,382
Using machine learning approach for microseismic events recognition in underground excavations: Comparison of ten frequently-used models,"['Y Pu', 'DB Apel', 'R Hall']",,2020,"different machine learning models, identifying the suitability of using machine learning for  microseismic/blasting events recognition. Ten frequently used machine learning classification",https://www.sciencedirect.com/science/article/pii/S0013795219302534,81
Phishing detection using machine learning techniques,"['V Shahrivari', 'MM Darabi', 'M Izadi']",,2020,victims by social engineering or creating mock Machine Learning. This is because most  Phishing attacks have some common characteristics which can be identified by machine learning,https://arxiv.org/pdf/2009.11116,107
An ensemble based machine learning model for diabetic retinopathy classification,"['GT Reddy', 'S Bhattacharya']",,2020,existing machine learning approaches extracting the best predictive results from these ML  algorithms. The present study focuses on the use of ensemble based machine learning model,"/scholar?output=instlink&q=info:59jvrDr41-4J:scholar.google.com/&hl=en&as_sdt=0,33&scillfp=14772847427166874162&oi=lle",172
A novel three-tier Internet of Things architecture with machine learning algorithm for early detection of heart diseases,"['PM Kumar', 'UD Gandhi']",,2018,", machine learning algorithms are used for processing such huge volume of data. This paper  encourages the use of Apache Mahout based machine learning  existing machine learning",https://www.sciencedirect.com/science/article/pii/S0045790617328410,340
Machine learning for healthcare wearable devices: the big picture,"['F Sabry', 'T Eltaras', 'W Labda', 'K Alzoubi']",,2022,Neither of the surveys focused on the challenges facing machine learning  machine  learning research for wearable devices. We identify many challenges facing machine learning,https://onlinelibrary.wiley.com/doi/full/10.1155/2022/4653923,189
An unsupervised machine learning algorithms: Comprehensive review,"['S Naeem', 'A Ali', 'S Anam']",,2023,"a lot of success in disciplines including machine vision, speech  learning eliminates the  requirement for labeled data and human feature engineering, making standard machine learning",https://www.researchgate.net/profile/Aqib-Ali-6/publication/368983958_An_Unsupervised_Machine_Learning_Algorithms_Comprehensive_Review/links/643c783f1b8d044c632ba4ab/An-Unsupervised-Machine-Learning-Algorithms-Comprehensive-Review.pdf,78
"Machine learning in solid heterogeneous catalysis: Recent developments, challenges and perspectives","['Y Guan', 'D Chaffart', 'G Liu', 'Z Tan', 'D Zhang']",,2022,"Recently, the availability of extensive catalysis-related data generated by experimental data  and theoretical calculations has promoted the development of machine learning (ML)",https://www.sciencedirect.com/science/article/pii/S0009250921007892,86
Machine learning-assisted signature and heuristic-based detection of malwares in Android devices,"['ZU Rehman', 'SN Khan', 'K Muhammad', 'JW Lee']",,2018,"Concept of machine learning is to let the algorithms  machine learning approaches available  for data security and detection of malicious applications [16], [17]. New machine learning",https://www.sciencedirect.com/science/article/pii/S0045790617320256,108
Architecting smart city digital twins: Combined semantic model and machine learning approach,"['M Austin', 'P Delgoshaei', 'M Coelho']",,2020,", working side by side with machine learning formalisms, to provide complementary and   The semantic and machine learning sides of the proposed architecture are exercised on a",http://54.243.252.9/ce-5319-webroot/3-Readings/(ASCE)ME.1943-5479.0000774.pdf,198
Review on forecasting of photovoltaic power generation based on machine learning and metaheuristic techniques,"['MN Akhter', 'S Mekhilef', 'H Mokhlis']",,2019,"main focus on the metaheuristic and machine learning methods. Advantages and disadvantages  of  Finally, a comprehensive comparison between machine learning and metaheuristic",https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-rpg.2018.5649,431
Integrating physics-based modeling with machine learning: A survey,"['J Willard', 'X Jia', 'S Xu', 'M Steinbach']",,2020,science and engineering problems require novel methodologies that are able to integrate  traditional physics-based modeling approaches with state-of-the-art machine learning (ML),https://beiyulincs.github.io/teach/fall_2020/papers/xiaowei.pdf,528
Mitigating bias in radiology machine learning: 1. Data handling,"['P Rouzrokh', 'B Khosravi', 'S Faghani']",,2022,Minimizing bias is critical to adoption and implementation of machine learning (ML) in clinical  practice. Systematic mathematical biases produce consistent and reproducible differences,https://pubs.rsna.org/doi/full/10.1148/ryai.210290,89
Analysis and prediction of diabetes diseases using machine learning algorithm: Ensemble approach,"['M Alehegn', 'R Joshi', 'M Alehegn']",,2017,support vector machines( Machine ) algorithm provides best accuracy than the other  algorithm which are mentioned on the above . The researchers were use those machine learning,https://www.academia.edu/download/85855891/IRJET-V4I1077.pdf,103
Machine learning approach to modeling sediment transport,"['B Bhattacharya', 'RK Price']",,2007,Inaccuracies of sediment transport models largely originate from our limitation to describe  the process in precise mathematical terms. Machine learning (ML) is an alternative approach,https://ascelibrary.org/doi/full/10.1061/(ASCE)0733-9429(2007)133%3A4(440),261
Role of machine learning in gait analysis: a review,"['P Khera', 'N Kumar']",,2020,Human biomechanics and gait form an integral part of life. The gait analysis involves a large  number of interdependent parameters that were difficult to interpret due to a vast amount of,https://www.tandfonline.com/doi/full/10.1080/03091902.2020.1822940,157
Machine learning in non-stationary environments: Introduction to covariate shift adaptation,"['M Sugiyama', 'M Kawanabe']",,2012,"research in machine learning, statistics, and engineering that strives for truly autonomous   We were motivated to write the present book when we held a seminar on machine learning in",,572
Predictive model-based quality inspection using Machine Learning and Edge Cloud Computing,"['J Schmitt', 'J Bönig', 'T Borggräfe', 'G Beitinger']",,2020,"The present work is based upon two main fields of research, Machine Learning and Edge  Cloud Computing, and builds on existing work in the field of model-based quality inspection in",https://www.sciencedirect.com/science/article/pii/S1474034620300707,190
Review on automated condition assessment of pipelines with machine learning,"['Y Liu', 'Y Bao']",,2022,machine learning offer exciting opportunities for automated condition assessment with minimum  human intervention. This paper reviews machine learning  metrics of machine learning,https://www.sciencedirect.com/science/article/pii/S1474034622001471,101
Comparison of machine learning methods for ground settlement prediction with different tunneling datasets,"['L Tang', 'SH Na']",,2021,This study integrates different machine learning (ML) methods and 5-fold cross-validation (CV)  method to estimate the ground maximal surface settlement (MSS) induced by tunneling.,https://www.sciencedirect.com/science/article/pii/S1674775521001347,101
Machine learning techniques for quality control in high conformance manufacturing environment,['CA Escobar'],,2018,"Correlation-based feature selection of discrete and numeric class machine learning. In:  Proceedings of the 17th international conference on machine learning, 29 June–2 July 2000, pp.",https://journals.sagepub.com/doi/full/10.1177/1687814018755519,153
Rice blast disease detection and classification using machine learning algorithm,"['S Ramesh', 'D Vydeki']",,2018,a machine learning algorithm to find the symptoms of the disease in the rice plant. Automatic  detection of plant disease is carried out using machine learning  on the machine learning,https://ieeexplore.ieee.org/iel7/8740845/8742804/08742850.pdf,109
Explainable machine learning models for punching shear strength estimation of flat slabs without transverse reinforcement,"['S Mangalathu', 'H Shin', 'E Choi', 'JS Jeon']",,2021,"This study evaluates the efficiency of machine learning- In addition to linear regression, seven  machine learning methods as  The superior performance of this machine learning model is",https://www.sciencedirect.com/science/article/pii/S235271022100156X,124
IoT security: botnet detection in IoT using machine learning,"['S Pokhrel', 'R Abbas', 'B Aryal']",,2021,"We combined the feature engineering and machine learning methods along with SMOTE  resampling technique on realtime imbalanced dataset. We used latest released dataset ie, BoT",https://arxiv.org/pdf/2104.02231,130
"Machine Learning, Deep Learning and Statistical Analysis for forecasting building energy consumption—A systematic review","['M Khalil', 'AS McGough', 'Z Pourmirza']",,2022,"In this study, we first present state of-the-art Machine Learning, Deep Learning and  Statistical Analysis models that have been used in the area of forecasting building energy",https://www.sciencedirect.com/science/article/pii/S0952197622003372,140
"Artificial intelligence, machine learning and deep learning",['P Ongsulee'],,2017,", sensors and social media users, the machine can learn to distinguish the pattern and   of machine learning and its methodologies. Furthermore, the field of deep learning which is",https://ieeexplore.ieee.org/iel7/8250945/8259611/08259629.pdf,621
A Machine Learning‐Based Big EEG Data Artifact Detection and Wavelet‐Based Removal: An Empirical Approach,"['S Stalin', 'V Roy', 'PK Shukla', 'A Zaguia']",,2021,"The electroencephalogram (EEG) signals are a big data which are frequently corrupted by  motion artifacts. As human neural diseases, diagnosis and analysis need a robust",https://onlinelibrary.wiley.com/doi/full/10.1155/2021/2942808,231
Enhancing prediction of student success: Automated machine learning approach,"['H Zeineddine', 'U Braendle', 'A Farah']",,2021,"Big Data Analytics and Machine Learning, universities are increasingly  Machine Learning.  To allow for early intervention, this paper proposes the use of Automated Machine Learning",https://www.sciencedirect.com/science/article/pii/S0045790620307552,194
"Machine learning: Algorithms, real-world applications and research directions",['IH Sarker'],,2021,"algorithms that include classification analysis, regression analysis, data clustering,  association rule learning, feature engineering for dimensionality reduction, as well as deep",https://link.springer.com/article/10.1007/S42979-021-00592-X,4046
"A survey on mathematical, machine learning and deep learning models for COVID-19 transmission and diagnosis","['JC Clement', 'VK Ponnusamy']",,2021,on machine learning and deep learning for prediction and diagnosis. We categorize this paper  by presenting a survey in different mathematical and machine learning  machine learning,https://ieeexplore.ieee.org/iel7/4664312/4664313/09387581.pdf,90
What can machine learning do for seismic data processing? An interpolation application,"['Y Jia', 'J Ma']",,2017,"can significantly reduce costs in engineering applications. Furthermore, we combine a sparse  transform called the data-driven tight frame (so-called compressed learning) with the SVR",https://www.researchgate.net/profile/Jianwei-Ma-2/publication/315136530_What_can_machine_learning_do_for_seismic_data_processing_An_interpolation_application/links/5a7557da45851541ce566db7/What-can-machine-learning-do-for-seismic-data-processing-An-interpolation-application.pdf,250
