citation_title,author1,author2
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Preiato
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Rahatlou
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Rovelli
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Santanastasio
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Amapane
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Arcidiacono
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Argiro
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Arneodo
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Bartosik
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Bellan
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Biino
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Cartiglia
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Cenna
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Costa
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Covarelli
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Degano
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Demaria
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Kiani
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Mariotti
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Maselli
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Migliore
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Monaco
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Monteil
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Monteno
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Obertino
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Pacher
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Pastrone
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Pelliccioni
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Pinna Angioni
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Romero
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Ruspa
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Sacchi
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Shchelina
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Sola
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Solano
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Staiano
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Traczyk
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Belforte
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Casarsa
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Cossutti
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Della Ricca
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Zanetti
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Kim
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Kim
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Kim
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Lee
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Lee
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Lee
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Moon
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Oh
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Sekmen
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Son
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Yang
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Kim
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Moon
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Oh
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Brochero Cifuentes
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Goh
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Kim
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Cho
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Choi
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Go
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Gyun
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Ha
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Hong
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Jo
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Kim
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Lee
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Lee
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Lee
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Lim
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Park
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Roh
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Almond
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Kim
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Kim
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Lee
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Lee
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Nam
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Oh
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Radburn-Smith
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Seo
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Yang
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Yoo
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Yu
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Kim
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Kim
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Lee
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Park
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Choi
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Hwang
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Lee
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Yu
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Dudenas
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Juodagalvis
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Vaitkus
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Ahmed
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Ibrahim
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Md Ali
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Mohamad Idris
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Wan Abdullah
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Yusli
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Zolkapli
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Duran-Osuna
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Castilla-Valdez
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,De La Cruz-Burelo
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Ramirez-Sanchez
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Heredia-De La Cruz
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Rabadan-Trejo
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Lopez-Fernandez
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Mejia Guisao
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Reyes-Almanza
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Sanchez-Hernandez
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Carrillo Moreno
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Oropeza Barrera
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Vazquez Valencia
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Eysermans
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Pedraza
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Salazar Ibarguen
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Uribe Estrada
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Morelos Pineda
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Krofcheck
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Butler
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Ahmad
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Ahmad
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Hassan
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Hoorani
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Saddique
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Shah
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Shoaib
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Waqas
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Bialkowska
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Bluj
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Boimska
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Frueboes
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Górski
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Kazana
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Nawrocki
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Szleper
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Zalewski
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Bunkowski
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Byszuk
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Doroba
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Kalinowski
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Konecki
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Krolikowski
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Misiura
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Olszewski
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Pyskir
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Walczak
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Bargassa
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Da Cruz E Silva
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Di Francesco
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Faccioli
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Galinhas
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Gallinaro
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Hollar
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Leonardo
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Lloret Iglesias
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Nemallapudi
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Seixas
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Strong
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Toldaiev
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Vadruccio
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Varela
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Afanasiev
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Bunin
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Gavrilenko
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Golutvin
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Gorbunov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Kamenev
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Karjavin
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Lanev
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Malakhov
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Sirunyan,Matveev
